row_id,age,job,marital,education,balance,housing,loan,contact,month,campaign,pdays,previous,poutcome,y,y_binary,PreviouslyContacted,HasAnyLoan,BalanceGroup
15198,58,retired,divorced,secondary,-808,yes,no,cellular,may,4,-1,0,unknown,no,0,0,1,Negative
15199,25,blue-collar,single,secondary,764,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Low
15200,60,retired,married,primary,1906,no,no,telephone,jun,1,60,2,other,no,0,1,0,Medium
15201,28,entrepreneur,married,tertiary,1900,yes,no,cellular,may,6,-1,0,unknown,no,0,0,1,Medium
15202,30,admin.,single,tertiary,4129,no,no,cellular,sep,1,-1,0,unknown,no,0,0,0,Medium
15203,28,management,married,tertiary,1246,no,no,cellular,feb,2,-1,0,unknown,no,0,0,0,Medium
15204,34,blue-collar,single,unknown,129,yes,yes,cellular,nov,1,200,2,success,yes,1,1,1,Low
15205,25,services,married,secondary,-282,yes,yes,cellular,jul,1,-1,0,unknown,no,0,0,1,Negative
15206,52,management,married,secondary,173,no,no,unknown,may,5,-1,0,unknown,no,0,0,0,Low
15207,38,management,married,tertiary,93,yes,no,cellular,may,1,272,4,failure,no,0,1,1,Low
15208,28,blue-collar,married,secondary,225,yes,yes,unknown,may,2,-1,0,unknown,no,0,0,1,Low
15209,51,technician,married,secondary,0,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,Negative
15210,27,unemployed,single,secondary,259,yes,no,cellular,may,2,-1,0,unknown,no,0,0,1,Low
15211,32,technician,single,secondary,29,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Low
15212,60,housemaid,married,secondary,0,no,no,telephone,aug,1,1,7,success,no,0,1,0,Negative
15213,81,retired,married,secondary,1,no,no,cellular,aug,5,-1,0,unknown,no,0,0,0,Low
15214,32,management,married,tertiary,1683,yes,yes,cellular,apr,2,-1,0,unknown,no,0,0,1,Medium
15215,45,services,single,secondary,1378,yes,no,cellular,may,5,372,2,failure,no,0,1,1,Medium
15216,60,management,married,tertiary,759,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Low
15217,42,blue-collar,married,secondary,414,yes,no,cellular,apr,3,-1,0,unknown,no,0,0,1,Low
15218,41,self-employed,single,unknown,426,yes,no,unknown,jun,1,-1,0,unknown,no,0,0,1,Low
15219,50,technician,married,secondary,2218,yes,no,cellular,aug,1,-1,0,unknown,yes,1,0,1,Medium
15220,34,management,married,secondary,724,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Low
15221,33,admin.,married,tertiary,79,yes,no,cellular,may,1,195,4,success,yes,1,1,1,Low
15222,34,management,married,tertiary,1006,yes,no,cellular,nov,3,195,2,other,yes,1,1,1,Medium
15223,31,blue-collar,married,primary,389,yes,no,cellular,nov,2,-1,0,unknown,no,0,0,1,Low
15224,30,admin.,single,secondary,609,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Low
15225,48,housemaid,married,primary,332,yes,no,cellular,jun,1,-1,0,unknown,no,0,0,1,Low
15226,37,technician,married,tertiary,122,no,no,cellular,jun,2,318,3,other,yes,1,1,0,Low
15227,50,unemployed,married,secondary,306,yes,no,unknown,jun,1,-1,0,unknown,no,0,0,1,Low
15228,54,services,divorced,secondary,1012,yes,no,cellular,may,3,175,2,other,no,0,1,1,Medium
15229,42,blue-collar,married,primary,1673,yes,no,cellular,apr,3,-1,0,unknown,yes,1,0,1,Medium
15230,28,management,single,tertiary,-386,yes,no,cellular,may,2,-1,0,unknown,no,0,0,1,Negative
15231,57,management,divorced,unknown,2986,no,no,unknown,jun,1,166,3,success,no,0,1,0,Medium
15232,36,housemaid,married,primary,-125,no,yes,cellular,feb,2,-1,0,unknown,no,0,0,1,Negative
15233,27,technician,married,tertiary,10451,yes,no,cellular,feb,1,-1,0,unknown,no,0,0,1,High
15234,28,blue-collar,married,secondary,723,yes,yes,unknown,may,1,-1,0,unknown,no,0,0,1,Low
15235,33,services,married,secondary,4402,yes,no,cellular,nov,2,-1,0,unknown,no,0,0,1,Medium
15236,30,management,single,tertiary,212,yes,no,cellular,nov,2,-1,0,unknown,no,0,0,1,Low
15237,31,technician,single,secondary,1970,no,no,telephone,apr,3,-1,0,unknown,no,0,0,0,Medium
15238,59,retired,married,primary,-47,yes,no,cellular,aug,4,-1,0,unknown,no,0,0,1,Negative
15239,31,technician,married,tertiary,0,yes,no,cellular,jul,6,-1,0,unknown,no,0,0,1,Negative
15240,31,management,single,secondary,0,no,no,cellular,aug,7,-1,0,unknown,no,0,0,0,Negative
15241,41,technician,married,secondary,0,no,no,cellular,jan,2,156,8,other,no,0,1,0,Negative
15242,50,unknown,married,primary,1502,no,no,unknown,jun,2,-1,0,unknown,no,0,0,0,Medium
15243,32,unemployed,single,secondary,1249,yes,no,cellular,nov,1,171,4,other,no,0,1,1,Medium
15244,30,services,single,secondary,438,yes,no,cellular,may,1,178,1,failure,no,0,1,1,Low
15245,59,retired,married,unknown,178,yes,no,telephone,jul,2,-1,0,unknown,no,0,0,1,Low
15246,45,unemployed,divorced,secondary,728,yes,yes,cellular,nov,1,-1,0,unknown,no,0,0,1,Low
15247,33,blue-collar,married,secondary,-63,yes,no,cellular,may,2,350,1,failure,no,0,1,1,Negative
15248,46,management,married,tertiary,4879,no,no,cellular,jul,3,-1,0,unknown,no,0,0,0,Medium
15249,33,technician,single,tertiary,125,no,no,telephone,aug,2,-1,0,unknown,no,0,0,0,Low
15250,45,technician,married,secondary,3460,no,no,cellular,aug,4,-1,0,unknown,no,0,0,0,Medium
15251,40,management,divorced,tertiary,69,yes,no,cellular,may,2,280,2,failure,no,0,1,1,Low
15252,46,admin.,single,secondary,148,yes,no,cellular,may,4,-1,0,unknown,no,0,0,1,Low
15253,32,technician,single,secondary,309,yes,yes,cellular,apr,1,234,3,failure,no,0,1,1,Low
15254,37,admin.,married,secondary,5132,no,no,cellular,jul,8,-1,0,unknown,no,0,0,0,High
15255,33,entrepreneur,married,tertiary,83,yes,no,cellular,nov,2,-1,0,unknown,no,0,0,1,Low
15256,32,services,single,secondary,11287,yes,no,cellular,nov,7,-1,0,unknown,no,0,0,1,High
15257,43,management,single,tertiary,11891,no,no,cellular,dec,5,242,1,success,yes,1,1,0,High
15258,57,retired,married,primary,1335,no,no,cellular,nov,2,-1,0,unknown,no,0,0,0,Medium
15259,46,self-employed,married,primary,3155,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,Medium
15260,40,services,married,secondary,0,yes,yes,cellular,feb,2,-1,0,unknown,no,0,0,1,Negative
15261,52,management,married,tertiary,583,no,no,cellular,nov,1,91,2,failure,yes,1,1,0,Low
15262,64,retired,married,unknown,679,no,no,telephone,nov,1,-1,0,unknown,yes,1,0,0,Low
15263,30,management,single,tertiary,62,yes,no,cellular,jul,5,-1,0,unknown,no,0,0,1,Low
15264,49,services,single,secondary,6882,yes,no,cellular,may,2,-1,0,unknown,no,0,0,1,High
15265,31,admin.,single,tertiary,253,yes,no,cellular,may,5,355,4,failure,no,0,1,1,Low
15266,47,retired,single,primary,3033,no,no,cellular,sep,1,-1,0,unknown,yes,1,0,0,Medium
15267,27,management,single,tertiary,1720,no,no,cellular,jun,1,224,3,success,yes,1,1,0,Medium
15268,29,management,single,tertiary,1026,no,no,cellular,feb,2,92,2,success,yes,1,1,0,Medium
15269,48,management,divorced,tertiary,1144,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,Medium
15270,32,management,single,tertiary,1804,yes,no,unknown,jun,3,-1,0,unknown,no,0,0,1,Medium
15271,52,services,married,primary,821,yes,yes,cellular,apr,2,-1,0,unknown,no,0,0,1,Low
15272,49,blue-collar,single,primary,48,no,no,cellular,feb,3,-1,0,unknown,no,0,0,0,Low
15273,35,unemployed,married,secondary,1054,yes,yes,cellular,nov,1,-1,0,unknown,no,0,0,1,Medium
15274,39,management,married,tertiary,1191,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,Medium
15275,29,technician,single,secondary,769,yes,yes,cellular,may,3,-1,0,unknown,no,0,0,1,Low
15276,47,management,married,tertiary,385,yes,no,cellular,apr,1,323,4,failure,no,0,1,1,Low
15277,54,unknown,divorced,tertiary,2272,yes,no,telephone,nov,1,189,1,failure,no,0,1,1,Medium
15278,36,services,divorced,secondary,-330,yes,yes,unknown,may,2,-1,0,unknown,no,0,0,1,Negative
15279,29,management,single,tertiary,265,no,no,cellular,may,1,-1,0,unknown,yes,1,0,0,Low
15280,47,admin.,married,secondary,1647,no,no,cellular,aug,13,-1,0,unknown,no,0,0,0,Medium
15281,41,services,married,secondary,115,yes,yes,cellular,nov,2,-1,0,unknown,no,0,0,1,Low
15282,47,management,single,tertiary,4402,no,no,telephone,dec,1,190,1,other,yes,1,1,0,Medium
15283,36,technician,married,secondary,0,no,no,cellular,apr,1,-1,0,unknown,no,0,0,0,Negative
15284,39,management,married,tertiary,0,no,no,unknown,may,8,-1,0,unknown,no,0,0,0,Negative
15285,33,admin.,single,tertiary,193,no,no,unknown,may,2,-1,0,unknown,no,0,0,0,Low
15286,56,management,married,tertiary,1631,yes,no,cellular,jul,3,-1,0,unknown,no,0,0,1,Medium
15287,29,services,single,secondary,1934,no,no,cellular,sep,1,-1,0,unknown,yes,1,0,0,Medium
15288,35,unemployed,single,tertiary,4959,no,no,cellular,jan,2,-1,0,unknown,no,0,0,0,Medium
15289,29,services,divorced,secondary,31,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
15290,38,blue-collar,married,primary,-522,yes,yes,unknown,jun,22,-1,0,unknown,no,0,0,1,Negative
15291,32,technician,single,tertiary,696,no,yes,cellular,apr,2,293,2,failure,no,0,1,1,Low
15292,41,technician,married,secondary,118,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,Low
15293,58,retired,single,primary,999,no,no,cellular,jul,6,-1,0,unknown,no,0,0,0,Low
15294,42,admin.,divorced,secondary,23,no,yes,unknown,jun,1,-1,0,unknown,no,0,0,1,Low
15295,41,blue-collar,married,secondary,167,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,Low
15296,45,technician,single,secondary,29,yes,no,cellular,may,1,367,1,failure,no,0,1,1,Low
15297,67,retired,married,primary,1430,no,no,cellular,jan,2,91,3,failure,yes,1,1,0,Medium
15298,32,management,married,tertiary,258,yes,yes,cellular,nov,1,-1,0,unknown,no,0,0,1,Low
15299,41,self-employed,married,secondary,0,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Negative
15300,31,self-employed,married,tertiary,168,no,no,cellular,feb,2,-1,0,unknown,yes,1,0,0,Low
15301,60,housemaid,married,unknown,491,no,no,cellular,aug,4,-1,0,unknown,no,0,0,0,Low
15302,39,management,married,tertiary,1802,no,no,cellular,oct,1,336,1,failure,no,0,1,0,Medium
15303,30,technician,single,secondary,323,no,no,cellular,jan,1,151,3,failure,no,0,1,0,Low
15304,56,management,divorced,tertiary,722,no,no,cellular,feb,3,94,2,failure,no,0,1,0,Low
15305,26,management,single,tertiary,194,no,no,cellular,apr,2,-1,0,unknown,yes,1,0,0,Low
15306,38,technician,married,secondary,217,no,yes,cellular,jul,3,-1,0,unknown,no,0,0,1,Low
15307,49,admin.,divorced,secondary,132,yes,no,cellular,may,1,350,1,failure,no,0,1,1,Low
15308,32,blue-collar,married,secondary,300,no,no,cellular,feb,2,-1,0,unknown,no,0,0,0,Low
15309,30,management,single,tertiary,398,no,no,cellular,oct,1,180,3,success,yes,1,1,0,Low
15310,41,unemployed,single,tertiary,4517,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,Medium
15311,36,blue-collar,married,secondary,-206,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Negative
15312,51,housemaid,married,unknown,21244,no,yes,cellular,aug,2,-1,0,unknown,no,0,0,1,High
15313,54,technician,married,secondary,7252,no,no,unknown,may,2,-1,0,unknown,no,0,0,0,High
15314,36,technician,married,tertiary,837,no,no,cellular,aug,6,-1,0,unknown,no,0,0,0,Low
15315,43,blue-collar,married,secondary,1205,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Medium
15316,47,management,single,tertiary,0,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Negative
15317,36,technician,single,tertiary,306,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Low
15318,55,retired,married,primary,4459,no,no,cellular,jul,8,-1,0,unknown,no,0,0,0,Medium
15319,40,housemaid,married,primary,979,no,no,cellular,oct,4,-1,0,unknown,no,0,0,0,Low
15320,60,management,married,primary,21292,no,no,unknown,jun,6,-1,0,unknown,no,0,0,0,High
15321,31,self-employed,single,tertiary,96,no,no,cellular,feb,1,-1,0,unknown,no,0,0,0,Low
15322,32,blue-collar,married,secondary,9714,yes,no,cellular,may,2,361,2,failure,no,0,1,1,High
15323,58,retired,married,tertiary,3628,no,no,unknown,jun,2,-1,0,unknown,no,0,0,0,Medium
15324,33,management,single,secondary,239,yes,yes,cellular,jul,1,-1,0,unknown,no,0,0,1,Low
15325,55,services,single,secondary,-40,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Negative
15326,25,admin.,single,secondary,105,no,yes,cellular,jul,1,-1,0,unknown,no,0,0,1,Low
15327,31,housemaid,married,secondary,0,yes,no,cellular,jul,1,-1,0,unknown,no,0,0,1,Negative
15328,41,blue-collar,married,secondary,-648,yes,no,cellular,may,3,172,2,failure,no,0,1,1,Negative
15329,37,blue-collar,married,tertiary,359,no,yes,cellular,aug,2,-1,0,unknown,no,0,0,1,Low
15330,40,blue-collar,married,secondary,617,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Low
15331,46,management,single,tertiary,0,no,no,cellular,aug,2,-1,0,unknown,yes,1,0,0,Negative
15332,31,housemaid,single,tertiary,399,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Low
15333,30,technician,married,secondary,2326,no,no,cellular,jun,1,108,1,success,no,0,1,0,Medium
15334,40,admin.,divorced,secondary,83,yes,no,cellular,may,1,280,6,failure,no,0,1,1,Low
15335,36,entrepreneur,married,secondary,660,yes,yes,cellular,apr,1,-1,0,unknown,no,0,0,1,Low
15336,33,blue-collar,married,secondary,833,yes,yes,cellular,nov,6,-1,0,unknown,no,0,0,1,Low
15337,36,management,single,tertiary,490,no,no,cellular,may,1,-1,0,unknown,no,0,0,0,Low
15338,36,management,married,tertiary,-547,yes,no,cellular,apr,1,259,2,failure,no,0,1,1,Negative
15339,19,student,single,secondary,424,no,no,cellular,jun,3,195,2,other,no,0,1,0,Low
15340,44,admin.,married,secondary,-372,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Negative
15341,26,student,single,unknown,826,no,no,cellular,jan,1,-1,0,unknown,no,0,0,0,Low
15342,37,blue-collar,married,secondary,311,yes,no,unknown,jun,1,-1,0,unknown,no,0,0,1,Low
15343,44,management,divorced,tertiary,0,yes,no,telephone,may,4,-1,0,unknown,no,0,0,1,Negative
15344,35,self-employed,single,secondary,250,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,Low
15345,51,unknown,married,unknown,1585,no,no,telephone,oct,4,-1,0,unknown,no,0,0,0,Medium
15346,51,blue-collar,married,primary,21,no,no,unknown,may,1,-1,0,unknown,no,0,0,0,Low
15347,36,self-employed,married,tertiary,2017,no,no,cellular,jul,18,-1,0,unknown,no,0,0,0,Medium
15348,33,management,single,tertiary,1423,yes,no,cellular,apr,3,248,2,other,no,0,1,1,Medium
15349,53,blue-collar,single,secondary,105,yes,no,unknown,may,3,-1,0,unknown,no,0,0,1,Low
15350,25,blue-collar,single,secondary,-392,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Negative
15351,34,self-employed,single,tertiary,6,no,no,cellular,nov,2,-1,0,unknown,no,0,0,0,Low
15352,38,management,married,secondary,16236,yes,no,cellular,nov,3,-1,0,unknown,no,0,0,1,High
15353,28,entrepreneur,married,secondary,422,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Low
15354,52,services,divorced,secondary,1430,yes,no,telephone,apr,4,-1,0,unknown,no,0,0,1,Medium
15355,53,management,married,tertiary,232,yes,no,telephone,jan,1,-1,0,unknown,no,0,0,1,Low
15356,29,entrepreneur,single,tertiary,303,yes,no,unknown,may,4,-1,0,unknown,no,0,0,1,Low
15357,53,management,divorced,secondary,112,no,yes,cellular,aug,3,-1,0,unknown,no,0,0,1,Low
15358,44,services,married,secondary,27,no,no,cellular,may,1,-1,0,unknown,no,0,0,0,Low
15359,60,retired,married,tertiary,9397,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,High
15360,47,unemployed,married,secondary,1108,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Medium
15361,31,blue-collar,married,secondary,92,yes,no,unknown,may,1,-1,0,unknown,yes,1,0,1,Low
15362,36,services,married,secondary,3972,yes,yes,unknown,jun,1,-1,0,unknown,no,0,0,1,Medium
15363,44,admin.,divorced,secondary,611,no,no,cellular,jul,10,-1,0,unknown,no,0,0,0,Low
15364,37,management,married,secondary,510,yes,no,cellular,nov,2,90,6,failure,no,0,1,1,Low
15365,42,admin.,married,secondary,71,yes,yes,cellular,apr,3,-1,0,unknown,no,0,0,1,Low
15366,50,admin.,married,secondary,546,no,no,cellular,jul,6,-1,0,unknown,no,0,0,0,Low
15367,53,entrepreneur,married,secondary,-118,yes,no,unknown,may,3,-1,0,unknown,no,0,0,1,Negative
15368,35,self-employed,married,tertiary,1250,yes,no,cellular,apr,1,136,1,other,no,0,1,1,Medium
15369,53,admin.,divorced,tertiary,0,yes,yes,cellular,jan,1,64,6,other,no,0,1,1,Negative
15370,30,blue-collar,single,secondary,3532,yes,no,unknown,may,5,-1,0,unknown,no,0,0,1,Medium
15371,27,services,single,secondary,0,yes,no,cellular,jul,6,-1,0,unknown,no,0,0,1,Negative
15372,34,admin.,divorced,secondary,145,no,no,cellular,jul,5,-1,0,unknown,no,0,0,0,Low
15373,57,management,divorced,tertiary,1016,yes,no,cellular,jan,2,234,5,failure,no,0,1,1,Medium
15374,26,student,single,secondary,2784,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
15375,58,retired,married,secondary,2714,no,no,cellular,may,1,287,2,failure,yes,1,1,0,Medium
15376,32,unemployed,married,secondary,2400,yes,yes,cellular,feb,3,-1,0,unknown,no,0,0,1,Medium
15377,38,blue-collar,married,secondary,-627,yes,yes,unknown,jun,4,-1,0,unknown,no,0,0,1,Negative
15378,34,management,married,tertiary,-16,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Negative
15379,33,technician,married,tertiary,1126,yes,no,unknown,sep,1,490,5,other,no,0,1,1,Medium
15380,40,housemaid,married,secondary,0,no,no,cellular,nov,3,-1,0,unknown,no,0,0,0,Negative
15381,31,technician,divorced,secondary,268,no,no,unknown,may,2,-1,0,unknown,no,0,0,0,Low
15382,38,blue-collar,married,primary,354,yes,no,telephone,may,1,-1,0,unknown,no,0,0,1,Low
15383,60,retired,married,tertiary,486,no,no,cellular,aug,4,-1,0,unknown,no,0,0,0,Low
15384,39,management,single,tertiary,122,yes,no,cellular,feb,1,-1,0,unknown,no,0,0,1,Low
15385,36,technician,married,secondary,-355,yes,no,cellular,may,1,-1,0,unknown,no,0,0,1,Negative
15386,31,unemployed,single,secondary,1214,no,no,cellular,feb,1,-1,0,unknown,yes,1,0,0,Medium
15387,34,management,married,tertiary,6463,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,High
15388,54,self-employed,divorced,primary,351,yes,no,unknown,jun,2,-1,0,unknown,yes,1,0,1,Low
15389,54,management,married,tertiary,122,yes,no,cellular,jul,3,-1,0,unknown,no,0,0,1,Low
15390,46,management,single,unknown,312,yes,no,unknown,jun,4,-1,0,unknown,no,0,0,1,Low
15391,29,management,single,tertiary,941,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
15392,30,technician,single,secondary,1165,no,no,cellular,jun,2,183,3,success,yes,1,1,0,Medium
15393,43,blue-collar,married,primary,0,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Negative
15394,44,unemployed,married,secondary,728,yes,no,cellular,apr,1,328,11,failure,no,0,1,1,Low
15395,43,services,married,secondary,3689,yes,no,cellular,apr,1,321,1,failure,no,0,1,1,Medium
15396,50,unemployed,married,secondary,36221,no,no,cellular,nov,2,-1,0,unknown,no,0,0,0,High
15397,30,blue-collar,single,primary,334,no,no,cellular,aug,1,-1,0,unknown,no,0,0,0,Low
15398,38,management,married,tertiary,494,no,no,cellular,nov,1,104,2,other,no,0,1,0,Low
15399,45,housemaid,married,secondary,4068,no,no,cellular,sep,1,41,1,success,no,0,1,0,Medium
15400,43,management,divorced,tertiary,439,yes,no,cellular,jul,3,-1,0,unknown,no,0,0,1,Low
15401,31,management,single,tertiary,1120,yes,no,cellular,jan,2,239,1,other,no,0,1,1,Medium
15402,45,self-employed,married,secondary,1113,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Medium
15403,49,management,divorced,tertiary,112,no,no,cellular,aug,10,-1,0,unknown,no,0,0,0,Low
15404,53,services,divorced,secondary,36,yes,yes,unknown,jul,1,417,1,success,yes,1,1,1,Low
15405,47,unemployed,married,primary,168,yes,no,telephone,jan,1,241,1,other,no,0,1,1,Low
15406,39,technician,single,tertiary,610,no,no,unknown,jun,2,-1,0,unknown,no,0,0,0,Low
15407,55,housemaid,married,primary,0,yes,no,cellular,jul,2,-1,0,unknown,yes,1,0,1,Negative
15408,52,unemployed,married,primary,959,no,no,telephone,jul,2,-1,0,unknown,yes,1,0,0,Low
15409,34,technician,married,tertiary,0,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Negative
15410,49,blue-collar,divorced,secondary,4177,yes,no,cellular,jul,4,-1,0,unknown,no,0,0,1,Medium
15411,53,services,married,secondary,139,yes,no,cellular,aug,17,-1,0,unknown,no,0,0,1,Low
15412,45,blue-collar,married,primary,1670,no,yes,cellular,jul,1,-1,0,unknown,no,0,0,1,Medium
15413,28,services,single,secondary,60,no,yes,cellular,jan,1,-1,0,unknown,no,0,0,1,Low
15414,36,blue-collar,married,primary,-1168,yes,no,unknown,may,7,-1,0,unknown,no,0,0,1,Negative
15415,39,management,married,secondary,2981,no,no,cellular,mar,1,-1,0,unknown,yes,1,0,0,Medium
15416,80,retired,married,primary,1548,no,no,cellular,aug,2,-1,0,unknown,no,0,0,0,Medium
15417,26,technician,single,secondary,3244,no,no,cellular,jan,1,-1,0,unknown,no,0,0,0,Medium
15418,34,management,married,tertiary,1267,yes,no,unknown,jun,4,-1,0,unknown,no,0,0,1,Medium
15419,33,admin.,single,secondary,1221,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
15420,27,management,single,tertiary,791,no,no,cellular,jan,1,-1,0,unknown,no,0,0,0,Low
15421,31,technician,married,tertiary,15,no,no,unknown,jun,1,-1,0,unknown,no,0,0,0,Low
15422,53,technician,divorced,secondary,4856,yes,no,cellular,nov,1,-1,0,unknown,no,0,0,1,Medium
15423,34,blue-collar,married,secondary,291,yes,no,cellular,jul,4,-1,0,unknown,no,0,0,1,Low
15424,36,self-employed,married,secondary,1006,yes,no,cellular,nov,2,-1,0,unknown,no,0,0,1,Medium
15425,30,technician,single,secondary,426,yes,no,telephone,nov,4,111,6,failure,no,0,1,1,Low
15426,27,blue-collar,married,unknown,-442,yes,no,unknown,may,7,-1,0,unknown,no,0,0,1,Negative
15427,55,retired,married,secondary,185,no,no,cellular,aug,4,-1,0,unknown,no,0,0,0,Low
15428,31,technician,single,tertiary,418,no,no,cellular,aug,6,-1,0,unknown,no,0,0,0,Low
15429,40,technician,single,secondary,281,yes,no,cellular,may,11,360,2,other,no,0,1,1,Low
15430,48,unknown,single,unknown,1819,no,no,cellular,sep,1,458,1,failure,yes,1,1,0,Medium
15431,32,management,married,tertiary,2431,yes,no,cellular,may,5,-1,0,unknown,yes,1,0,1,Medium
15432,54,self-employed,single,tertiary,384,no,yes,cellular,may,1,-1,0,unknown,yes,1,0,1,Low
15433,34,management,married,tertiary,53,yes,yes,cellular,aug,2,-1,0,unknown,no,0,0,1,Low
15434,54,housemaid,married,unknown,909,no,no,cellular,aug,3,-1,0,unknown,no,0,0,0,Low
15435,34,technician,married,tertiary,23076,no,no,cellular,may,2,35,6,other,yes,1,1,0,High
15436,38,blue-collar,married,secondary,-390,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Negative
15437,39,admin.,single,secondary,1413,yes,no,cellular,apr,1,-1,0,unknown,no,0,0,1,Medium
15438,47,technician,married,tertiary,831,yes,no,unknown,may,3,-1,0,unknown,no,0,0,1,Low
15439,33,technician,married,secondary,-89,no,yes,cellular,aug,4,-1,0,unknown,no,0,0,1,Negative
15440,40,blue-collar,married,secondary,3131,yes,no,cellular,jul,1,-1,0,unknown,no,0,0,1,Medium
15441,32,technician,married,tertiary,2976,yes,no,cellular,feb,1,175,5,failure,yes,1,1,1,Medium
15442,47,technician,married,secondary,-18,yes,no,telephone,jul,2,-1,0,unknown,no,0,0,1,Negative
15443,51,blue-collar,married,secondary,19,no,no,cellular,jun,1,-1,0,unknown,no,0,0,0,Low
15444,54,retired,married,tertiary,1778,no,no,cellular,aug,1,268,2,failure,no,0,1,0,Medium
15445,52,blue-collar,married,primary,336,no,yes,telephone,jul,7,-1,0,unknown,no,0,0,1,Low
15446,28,unemployed,married,secondary,293,yes,no,cellular,apr,1,329,3,failure,no,0,1,1,Low
15447,35,services,single,secondary,313,yes,no,cellular,may,2,301,3,failure,no,0,1,1,Low
15448,49,technician,married,primary,1878,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Medium
15449,59,retired,divorced,primary,20,no,no,cellular,jul,1,-1,0,unknown,no,0,0,0,Low
15450,54,retired,married,tertiary,4104,no,no,cellular,jul,8,-1,0,unknown,no,0,0,0,Medium
15451,50,management,married,tertiary,109,yes,no,cellular,aug,2,-1,0,unknown,no,0,0,1,Low
15452,39,admin.,married,secondary,2598,no,no,cellular,nov,1,-1,0,unknown,no,0,0,0,Medium
15453,46,blue-collar,divorced,secondary,168,yes,no,cellular,apr,1,336,4,other,no,0,1,1,Low
15454,35,technician,married,tertiary,432,no,no,cellular,aug,8,-1,0,unknown,no,0,0,0,Low
15455,29,management,married,tertiary,30,no,no,cellular,aug,1,105,1,failure,no,0,1,0,Low
15456,38,management,single,tertiary,8669,yes,no,telephone,apr,3,150,6,failure,no,0,1,1,High
15457,32,technician,single,secondary,1210,yes,yes,unknown,may,4,-1,0,unknown,no,0,0,1,Medium
15458,30,blue-collar,single,secondary,953,yes,no,unknown,jun,2,-1,0,unknown,yes,1,0,1,Low
15459,57,retired,married,primary,9367,no,no,cellular,may,4,92,7,success,yes,1,1,0,High
15460,52,technician,married,secondary,1781,yes,no,unknown,may,2,-1,0,unknown,no,0,0,1,Medium
15461,32,admin.,married,tertiary,-421,yes,yes,unknown,may,2,-1,0,unknown,no,0,0,1,Negative
15462,57,admin.,married,secondary,808,no,no,cellular,jul,3,-1,0,unknown,no,0,0,0,Low
15463,59,retired,married,secondary,82,no,no,cellular,aug,6,-1,0,unknown,no,0,0,0,Low
15464,31,admin.,married,secondary,12,yes,no,cellular,jul,1,-1,0,unknown,no,0,0,1,Low
15465,50,admin.,married,secondary,736,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
15466,56,retired,divorced,secondary,212,no,yes,telephone,jul,1,-1,0,unknown,no,0,0,1,Low
15467,54,management,married,tertiary,153,no,no,unknown,jun,3,-1,0,unknown,no,0,0,0,Low
15468,23,blue-collar,single,secondary,214,yes,no,unknown,may,1,-1,0,unknown,no,0,0,1,Low
15469,53,unknown,married,primary,732,no,no,cellular,oct,2,-1,0,unknown,yes,1,0,0,Low
15470,39,technician,married,secondary,-241,yes,yes,cellular,jul,4,-1,0,unknown,no,0,0,1,Negative
